,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,projectrank_placing,trending,license,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url
69,plotnine,has2k1/plotnine,data-viz,,{},120.0,A grammar of graphics for python.,17,False,plotnine,conda-forge/plotnine,,,,13025.0,13025.0,https://pypi.org/project/plotnine,3262232.0,3272796.0,https://anaconda.org/conda-forge/plotnine,2020-06-05 19:51:41.903,2026-06-13 11:00:50.180,2026-06-13 11:00:50.180000,771203.0,37.0,,,,,,2.0,,,,,,,,,,,
70,PyVista,pyvista/pyvista,data-viz,,{},207.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,17,False,pyvista,conda-forge/pyvista,,,['jupyter'],5938.0,5938.0,https://pypi.org/project/pyvista,1260510.0,1275435.0,https://anaconda.org/conda-forge/pyvista,2020-06-02 20:15:44.310,2026-07-22 01:06:54.890,2026-07-22 01:06:54.890000,1089575.0,97.0,,,,,,2.0,,,,,,,,,,,
71,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,{},568.0,Graph Neural Network Library for PyTorch.,17,False,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],11388.0,11388.0,https://pypi.org/project/torch-geometric,1405271.0,1408571.0,https://anaconda.org/conda-forge/pytorch_geometric,2020-07-07 13:17:41.291,2026-07-21 06:53:45.431,2026-07-21 06:53:45.431000,237621.0,19.0,,,,,,1.0,,,,,,,,,,,
72,Fiona,Toblerity/Fiona,geospatial-data,,{},78.0,Fiona reads and writes spatial data files.,17,False,fiona,conda-forge/fiona,,,,27567.0,27567.0,https://pypi.org/project/fiona,6103058.0,6259606.0,https://anaconda.org/conda-forge/fiona,2020-07-27 18:07:57.882,2025-12-29 23:44:48.634,2025-12-29 23:44:48.634000,11271503.0,51.0,,,,,,3.0,,,,,,,,,,,
73,DVC,iterative/dvc,ml-experiments,,{},332.0,DVC tracks ML models and data sets.,17,False,dvc,conda-forge/dvc,,,,24705.0,24705.0,https://pypi.org/project/dvc,2382750.0,2433339.0,https://anaconda.org/conda-forge/dvc,2020-06-19 15:26:50.030,2026-03-31 06:31:23.617,2026-03-31 06:31:23.617000,3693055.0,340.0,,,,,,2.0,,,,,,dvc,dvc,dvc,,,
74,tensorboardX,lanpa/tensorboardX,ml-experiments,,{},86.0,tensorboard for pytorch.,17,False,tensorboardX,conda-forge/tensorboardx,,,,61672.0,61672.0,https://pypi.org/project/tensorboardX,5588050.0,5607880.0,https://anaconda.org/conda-forge/tensorboardx,2020-07-06 20:33:54.325,2025-04-22 14:56:45.200,2025-04-22 14:56:45.200000,1427814.0,17.0,,,,,,2.0,,,,,,,,,,,
75,NiBabel,nipy/nibabel,medical-data,,{},116.0,Python package to access a cacophony of neuro-imaging file formats.,17,False,nibabel,conda-forge/nibabel,,,,31161.0,31161.0,https://pypi.org/project/nibabel,1801832.0,1821967.0,https://anaconda.org/conda-forge/nibabel,2020-06-30 18:23:29.640,2026-06-09 01:40:14.470,2026-06-09 01:40:14.470000,1469857.0,33.0,,,,,,1.0,,,,,,,,,,,
76,Faiss,facebookresearch/faiss,nn-search,,{},331.0,A library for efficient similarity search and clustering of dense vectors.,17,False,pymilvus,conda-forge/faiss,,,,5021.0,5021.0,https://pypi.org/project/pymilvus,5575022.0,5628791.0,https://anaconda.org/conda-forge/faiss,2020-06-13 12:51:19.207,2026-03-19 20:40:19.980,2026-03-19 20:40:19.980000,3925138.0,11.0,,,,,,1.0,,,,,,,,,,,
77,Gradio,gradio-app/gradio,model-serialisation,,{},506.0,,17,False,gradio,,,,,89022.0,89022.0,https://pypi.org/project/gradio,14449218.0,14449218.0,,,,,,,,,,,,2.0,,,,,,,,,,,
78,optimum,huggingface/optimum,gpu-utilities,,{},164.0,"Optimum Library is an extension of the Hugging Face Transformers library, providing a framework to integrate third-..",17,False,optimum,conda-forge/optimum,,,,7226.0,7226.0,https://pypi.org/project/optimum,2062059.0,2064274.0,https://anaconda.org/conda-forge/optimum,2022-04-01 08:22:36.713,2026-06-10 01:02:31.061,2026-06-10 01:02:31.061000,113009.0,32.0,,,,,,1.0,,,,,,,,,,,
79,pymc,pymc-devs/pymc,probabilistics,,{},566.0,Probabilistic Programming in Python.,17,False,pymc,conda-forge/pymc,,,,8044.0,8044.0,https://pypi.org/project/pymc,1898268.0,1911867.0,https://anaconda.org/conda-forge/pymc,2020-10-13 03:19:15.240,2026-07-23 16:45:33.490,2026-07-23 16:45:33.490000,938340.0,90.0,,,,,,1.0,,,,,,,,,,,
80,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,{},329.0,tensorflow/datasets is a library of datasets ready to use with TensorFlow.,17,False,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],25536.0,25536.0,https://pypi.org/project/tensorflow-datasets,1620989.0,1621928.0,https://anaconda.org/conda-forge/tensorflow-datasets,2021-05-04 09:11:33.308,2025-04-22 14:57:51.541,2025-04-22 14:57:51.541000,58236.0,9.0,,,,,,1.0,,,,,,,,,,,
81,MLxtend,rasbt/mlxtend,sklearn-utils,,{},121.0,Machine Learning Library Extensions.,17,False,mlxtend,conda-forge/mlxtend,,,['sklearn'],21003.0,21003.0,https://pypi.org/project/mlxtend,1104560.0,1116316.0,https://anaconda.org/conda-forge/mlxtend,2020-07-28 03:34:49.886,2026-06-09 21:10:46.329,2026-06-09 21:10:46.329000,846500.0,25.0,,,,,,1.0,,,,,,,,,,,
82,agate,wireservice/agate,others,,{},62.0,A data analysis library that is optimized for humans instead of machines.,17,False,agate,conda-forge/agate,,,,5804.0,5804.0,https://pypi.org/project/agate,33083788.0,33095164.0,https://anaconda.org/conda-forge/agate,2021-05-30 20:16:52.450,2026-02-27 18:41:38.959,2026-02-27 18:41:38.959000,705364.0,19.0,,,,,,1.0,,,,,,,,,,,
83,CuPy,cupy/cupy,gpu-utilities,,{},461.0,CuPy: NumPy & SciPy for GPU.,16,False,cupy,conda-forge/cupy,cupy/cupy,,,7762.0,7762.0,https://pypi.org/project/cupy,41538.0,163541.0,https://anaconda.org/conda-forge/cupy,2020-05-23 18:55:49.350,2026-06-01 13:39:01.924,2026-06-01 13:39:01.924000,8918559.0,65.0,https://hub.docker.com/r/cupy/cupy,2026-06-01 08:44:25.955588,14.0,14.0,109706.0,1.0,8.0,,,,,,,,,,
84,Ignite,pytorch/ignite,ml-frameworks,,{},261.0,A lightweight library to help with training neural networks in PyTorch.,16,False,pytorch-ignite,pytorch/ignite,,,['pytorch'],4036.0,4036.0,https://pypi.org/project/pytorch-ignite,318256.0,321078.0,https://anaconda.org/pytorch/ignite,2018-06-20 15:36:52.783,2026-07-22 15:14:18.114,2026-07-22 15:14:18.114000,273800.0,28.0,,,,,,2.0,,,,,,,,,,,
85,jellyfish,jamesturk/jellyfish,nlp,,{},37.0,A library for doing approximate and phonetic matching of strings.,16,False,jellyfish,conda-forge/jellyfish,,,,15434.0,15434.0,https://pypi.org/project/jellyfish,11923679.0,11956034.0,https://anaconda.org/conda-forge/jellyfish,2020-06-10 16:23:01.195,2025-11-25 21:17:09.326,2025-11-25 21:17:09.326000,2361983.0,19.0,,,,,,2.0,,,,,,,,,,,
86,crewAI,crewAIInc/crewAI,agents,,{},301.0,,16,False,crewai,,,,,20171.0,20171.0,https://pypi.org/project/crewai,11008353.0,11008353.0,,,,,,,,,,,,2.0,,,,,,,,,,,
87,ultralytics,ultralytics/ultralytics,image,,{},408.0,,16,False,ultralytics,,,,,59346.0,59346.0,https://pypi.org/project/ultralytics,8820110.0,8820110.0,,,,,,,,,,,,2.0,,,,,,,,,,,
88,imgaug,aleju/imgaug,image,,{},36.0,Image augmentation for machine learning experiments.,16,False,imgaug,conda-forge/imgaug,,,,26539.0,26539.0,https://pypi.org/project/imgaug,1194935.0,1198051.0,https://anaconda.org/conda-forge/imgaug,2019-06-05 06:04:19.977,2025-04-22 14:57:06.395,2025-04-22 14:57:06.395000,264864.0,3.0,,,,,,2.0,,,,,,,,,,,
89,VisPy,vispy/vispy,data-viz,,{},210.0,High-performance interactive 2D/3D data visualization library.,16,False,vispy,conda-forge/vispy,,,['jupyter'],2309.0,2309.0,https://pypi.org/project/vispy,1532849.0,1553147.0,https://anaconda.org/conda-forge/vispy,2020-09-24 16:39:06.228,2026-05-20 16:45:50.072,2026-05-20 16:45:50.072000,1418161.0,38.0,,,,,,2.0,,,vispy,https://www.npmjs.com/package/vispy,39.0,,,,,,
90,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,{},317.0,Scientific Graphics and GUI Library for Python.,16,False,pyqtgraph,conda-forge/pyqtgraph,,,,13818.0,13818.0,https://pypi.org/project/pyqtgraph,948464.0,965532.0,https://anaconda.org/conda-forge/pyqtgraph,2020-06-09 00:20:24.502,2025-11-19 10:58:06.682,2025-11-19 10:58:06.682000,1246016.0,18.0,,,,,,2.0,,,,,,,,,,,
91,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,{},98.0,A Jupyter widget for dynamic Leaflet maps.,16,False,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],18303.0,18303.0,https://pypi.org/project/ipyleaflet,434707.0,477780.0,https://anaconda.org/conda-forge/ipyleaflet,2020-05-25 11:11:25.372,2025-06-13 19:35:58.799,2025-06-13 19:35:58.799000,3057262.0,74.0,,,,,,3.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,1759.0,,,,,,
92,Hyperopt,hyperopt/hyperopt,hyperopt,,{},108.0,Distributed Asynchronous Hyper-parameter Optimization.,16,False,hyperopt,conda-forge/hyperopt,,,,22633.0,22633.0,https://pypi.org/project/hyperopt,2759996.0,2773176.0,https://anaconda.org/conda-forge/hyperopt,2020-10-14 07:57:11.589,2025-04-22 14:56:55.071,2025-04-22 14:56:55.071000,909427.0,7.0,,,,,,1.0,,,,,,,,,,,
93,BoTorch,pytorch/botorch,hyperopt,,{},163.0,Bayesian Optimization in PyTorch.,16,False,botorch,conda-forge/botorch,,,['pytorch'],1935.0,1935.0,https://pypi.org/project/botorch,577602.0,580716.0,https://anaconda.org/conda-forge/botorch,2020-08-01 11:16:39.122,2026-06-09 03:34:16.649,2026-06-09 03:34:16.649000,221125.0,43.0,,,,,,1.0,,,,,,,,,,,
94,Nilearn,nilearn/nilearn,medical-data,,{},282.0,Statistical learning for neuroimaging in Python.,16,False,nilearn,conda-forge/nilearn,,,['sklearn'],4592.0,4592.0,https://pypi.org/project/nilearn,277145.0,286073.0,https://anaconda.org/conda-forge/nilearn,2020-11-12 13:26:01.761,2026-07-02 10:30:48.603,2026-07-02 10:30:48.603000,607151.0,31.0,,,,,,2.0,,,,,,,,,,,
95,MONAI,Project-MONAI/MONAI,medical-data,,{},298.0,AI Toolkit for Healthcare Imaging.,16,False,monai,conda-forge/monai,,,['pytorch'],4722.0,4722.0,https://pypi.org/project/monai,473492.0,474832.0,https://anaconda.org/conda-forge/monai,2021-12-29 09:55:36.763,2026-01-28 07:31:46.743,2026-01-28 07:31:46.743000,73715.0,15.0,,,,,,2.0,,,,,,,,,,,
96,mpi4py,mpi4py/mpi4py,distributed-ml,,{},29.0,Python bindings for MPI.,16,False,mpi4py,conda-forge/mpi4py,,,,12487.0,12487.0,https://pypi.org/project/mpi4py,840812.0,926028.0,https://anaconda.org/conda-forge/mpi4py,2020-10-09 13:03:47.206,2026-05-16 11:28:40.096,2026-05-16 11:28:40.096000,5879969.0,19.0,,,,,,1.0,,,,,,,,,,,
97,DEAP,deap/deap,distributed-ml,,{},93.0,Distributed Evolutionary Algorithms in Python.,16,False,deap,conda-forge/deap,,,,7065.0,7065.0,https://pypi.org/project/deap,499144.0,510535.0,https://anaconda.org/conda-forge/deap,2020-10-12 23:47:32.551,2026-05-06 22:52:09.525,2026-05-06 22:52:09.525000,785989.0,9.0,,,,,,1.0,,,,,,,,,,,
98,sktime,alan-turing-institute/sktime,time-series-data,,{},602.0,A unified framework for machine learning with time series.,16,False,sktime,conda-forge/sktime-all-extras,,,['sklearn'],4866.0,4866.0,https://pypi.org/project/sktime,1155506.0,1177160.0,https://anaconda.org/conda-forge/sktime-all-extras,2021-07-28 06:16:34.545,2025-12-07 07:18:44.347,2025-12-07 07:18:44.347000,1299273.0,76.0,,,,,,1.0,,,,,,,,,,,
99,STUMPY,TDAmeritrade/stumpy,time-series-data,,{},43.0,"STUMPY is a powerful and scalable Python library that computes something called a matrix profile, which can then be..",16,False,stumpy,conda-forge/stumpy,,,,1660.0,1660.0,https://pypi.org/project/stumpy,474372.0,491605.0,https://anaconda.org/conda-forge/stumpy,2020-06-15 15:52:12.048,2026-02-08 02:09:16.381,2026-02-08 02:09:16.381000,1258037.0,29.0,,,,,,1.0,,BSD-3-Clause,,,,,,,,,
100,weaviate,weaviate/weaviate,nn-search,,{},182.0,,16,False,weaviate-client,,,,,1068.0,1068.0,https://pypi.org/project/weaviate-client,222351280.0,222351280.0,,,,,,,,,,,,1.0,,,,,,,,,,,
101,PyNNDescent,lmcinnes/pynndescent,nn-search,,{},32.0,Simple fast approximate nearest neighbor search.,16,False,pynndescent,conda-forge/pynndescent,,,,13942.0,13942.0,https://pypi.org/project/pynndescent,6487945.0,6527645.0,https://anaconda.org/conda-forge/pynndescent,2020-07-01 15:27:13.844,2025-04-22 14:57:06.248,2025-04-22 14:57:06.248000,2858441.0,25.0,,,,,,1.0,,,,,,,,,,,
102,metrics,Lightning-AI/metrics,pytorch-utils,,{},294.0,Collection of PyTorch native metrics for easy evaluating machine learning models.,16,False,metrics,conda-forge/torchmetrics,,,['pytorch'],47704.0,47704.0,https://pypi.org/project/metrics,20928.0,66893.0,https://anaconda.org/conda-forge/torchmetrics,2021-03-16 10:50:04.846,2026-03-18 09:56:39.711,2026-03-18 09:56:39.711000,2941817.0,61.0,,,,,,1.0,,,,,,,,,,,
103,TorchServe,pytorch/serve,model-serialisation,,{},222.0,Model serving on PyTorch.,15,False,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],952.0,952.0,https://pypi.org/project/torchserve,44866.0,76349.0,https://anaconda.org/pytorch/torchserve,2020-04-21 03:52:57.365,2025-03-25 16:24:31.948,2025-03-25 16:24:31.948000,751094.0,25.0,https://hub.docker.com/r/pytorch/torchserve,2024-09-30 22:07:15.226668,33.0,33.0,1610232.0,2.0,,,,,,,,,,,
104,Fastai,fastai/fastai,ml-frameworks,,{},263.0,,15,False,fastai,,,,['pytorch'],23509.0,23509.0,https://pypi.org/project/fastai,644962.0,644962.0,,,,,,,,,,,,2.0,,,,,,,,,,,
105,LightGBM,microsoft/LightGBM,ml-frameworks,,{},352.0,LightGBM is a gradient boosting framework that uses tree based learning algorithms.,15,False,lightgbm,conda-forge/lightgbm,,,,174.0,174.0,https://pypi.org/project/lightgbm,23711017.0,23786583.0,https://anaconda.org/conda-forge/lightgbm,2020-09-01 12:55:08.262,2026-07-20 03:34:31.957,2026-07-20 03:34:31.957000,5289668.0,32.0,,,,,,2.0,,,,,,,,,,,
106,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,{},1527.0,,15,False,paddlepaddle,,,,['paddle'],9569.0,9569.0,https://pypi.org/project/paddlepaddle,2254827.0,2254827.0,,,,,,,,,,,,2.0,,,,,,,,,,,
107,thefuzz,seatgeek/thefuzz,nlp,,{},13.0,Fuzzy string matching in python.,15,False,thefuzz,conda-forge/thefuzz,,,,6006.0,6006.0,https://pypi.org/project/thefuzz,9802995.0,9804267.0,https://anaconda.org/conda-forge/thefuzz,2022-01-13 22:10:32.583,2025-04-22 14:58:08.752,2025-04-22 14:58:08.752000,68698.0,2.0,,,,,,2.0,,,,,,,,,,,
108,stanza,stanfordnlp/stanza,nlp,,{},78.0,"Stanza: A Python NLP Library for Many Human Languages, by the Stanford NLP Group.",15,False,stanza,stanfordnlp/stanza,,,,4313.0,4313.0,https://pypi.org/project/stanza,1038154.0,1038281.0,https://anaconda.org/stanfordnlp/stanza,2020-03-14 02:34:20.643,2025-03-25 16:28:39.162,2025-03-25 16:28:39.162000,9655.0,13.0,,,,,,2.0,,,,,,,,,,,
109,torchvision,pytorch/vision,image,,{},690.0,Image and video datasets and models for torch deep learning.,15,False,torchvision,conda-forge/torchvision,,,['pytorch'],24.0,24.0,https://pypi.org/project/torchvision,38914879.0,38990275.0,https://anaconda.org/conda-forge/torchvision,2021-03-09 23:13:43.284,2026-07-14 05:24:16.594,2026-07-14 05:24:16.594000,4825388.0,32.0,,,,,,2.0,,,,,,,,,,,
110,pyvips,libvips/pyvips,image,,{},21.0,Binding for libvips.,15,False,pyvips,conda-forge/pyvips,,,,1413.0,1413.0,https://pypi.org/project/pyvips,575798.0,580994.0,https://anaconda.org/conda-forge/pyvips,2020-10-14 09:36:00.636,2026-06-01 08:56:11.218,2026-06-01 08:56:11.218000,358577.0,9.0,,,,,,2.0,,,,,,,,,,,
111,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,{},123.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",15,False,ocrmypdf,conda-forge/ocrmypdf,,,,1567.0,1567.0,https://pypi.org/project/ocrmypdf,1063153.0,1065327.0,https://anaconda.org/conda-forge/ocrmypdf,2021-02-25 13:52:39.515,2026-07-17 09:53:42.293,2026-07-17 09:53:42.293000,141312.0,54.0,,,,,,1.0,,,,,,ocrmypdf,ocrmypdf,,,,
112,EasyOCR,JaidedAI/EasyOCR,ocr,,{},129.0,,15,False,easyocr,,,,,18043.0,18043.0,https://pypi.org/project/easyocr,3603818.0,3603818.0,,,,,,,,,,,,1.0,,,,,,,,,,,
113,mpld3,mpld3/mpld3,data-viz,,{},55.0,D3 Viewer for Matplotlib.,15,False,mpld3,conda-forge/mpld3,,,,7740.0,7740.0,https://pypi.org/project/mpld3,552896.0,561924.0,https://anaconda.org/conda-forge/mpld3,2020-06-15 20:42:17.133,2025-11-05 19:20:00.823,2025-11-05 19:20:00.823000,441158.0,13.0,,,,,,2.0,,,mpld3,https://www.npmjs.com/package/mpld3,2985.0,,,,,,
114,cartopy,SciTools/cartopy,data-viz,,{},142.0,A library providing cartographic tools for python.,15,False,cartopy,conda-forge/cartopy,,,,8775.0,8775.0,https://pypi.org/project/cartopy,1582163.0,1687898.0,https://anaconda.org/conda-forge/cartopy,2020-05-18 16:23:27.911,2025-10-27 17:10:02.090,2025-10-27 17:10:02.090000,7824433.0,27.0,,,,,,2.0,,,,,,,,,,,
115,hvPlot,holoviz/hvplot,data-viz,,{},54.0,A high-level plotting API for the PyData ecosystem built on HoloViews.,15,False,hvplot,conda-forge/hvplot,,,,7516.0,7516.0,https://pypi.org/project/hvplot,1318777.0,1332919.0,https://anaconda.org/conda-forge/hvplot,2020-06-02 12:42:34.211,2025-12-18 15:35:41.427,2025-12-18 15:35:41.427000,1032387.0,26.0,,,,,,2.0,,,,,,,,,,,
116,datashader,holoviz/datashader,data-viz,,{},65.0,Data visualization toolchain based on aggregating into a grid.,15,False,datashader,conda-forge/datashader,,,,6448.0,6448.0,https://pypi.org/project/datashader,375078.0,400693.0,https://anaconda.org/conda-forge/datashader,2020-05-25 22:22:03.938,2026-05-19 13:17:28.903,2026-05-19 13:17:28.903000,1895543.0,33.0,,,,,,2.0,,,,,,,,,,,
117,missingno,ResidentMario/missingno,data-viz,,{},18.0,Missing data visualization module for Python.,15,False,missingno,conda-forge/missingno,,,,23617.0,23617.0,https://pypi.org/project/missingno,501714.0,522381.0,https://anaconda.org/conda-forge/missingno,2024-03-02 01:06:25.066,2025-09-17 20:28:20.219,2025-09-17 20:28:20.219000,578684.0,5.0,,,,,,2.0,,,,,,,,,,,
118,evaluate,huggingface/evaluate,interpretability,,{},139.0,,15,False,evaluate,,,,,25753.0,25753.0,https://pypi.org/project/evaluate,5591969.0,5591969.0,,,,,,,,,,,,1.0,,,,,,,,,,,
119,Lime,marcotcr/lime,interpretability,,{},62.0,Explaining the predictions of any machine learning classifier.,15,False,lime,conda-forge/lime,,,,9827.0,9827.0,https://pypi.org/project/lime,437146.0,442522.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:39.858,2025-04-22 14:56:30.659,2025-04-22 14:56:30.659000,392458.0,11.0,,,,,,1.0,,,,,,,,,,,
120,igraph,igraph/python-igraph,graph,,{},81.0,An open source and free collection of network analysis tool.,15,False,python-igraph,conda-forge/igraph,,,,4909.0,4909.0,https://pypi.org/project/python-igraph,543567.0,560571.0,https://anaconda.org/conda-forge/igraph,2020-08-20 13:08:22.426,2025-12-27 19:06:26.854,2025-12-27 19:06:26.854000,1207291.0,35.0,,,,,,1.0,,,,,,,,,,,
121,ta,bukosabino/ta,financial-data,,{},34.0,Technical Analysis Library in Python.,15,False,ta,conda-forge/ta,,,,10384.0,10384.0,https://pypi.org/project/ta,1017341.0,1018074.0,https://anaconda.org/conda-forge/ta,2021-02-08 22:42:23.078,2025-04-22 14:57:46.184,2025-04-22 14:57:46.184000,47683.0,7.0,,,,,,1.0,,,,,,,,,,,
122,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,{},76.0,Sequential model-based optimization toolbox.,15,False,scikit-optimize,conda-forge/scikit-optimize,,,,9084.0,9084.0,https://pypi.org/project/scikit-optimize,802017.0,815462.0,https://anaconda.org/conda-forge/scikit-optimize,2020-08-07 15:12:33.756,2025-07-26 15:19:34.264,2025-07-26 15:19:34.264000,954655.0,14.0,,,,,,1.0,,,,,,,,,,,
123,PyCaret,pycaret/pycaret,hyperopt,,{},144.0,"PyCaret - An open source, low-code machine learning library in Python.",15,False,pycaret,conda-forge/pycaret,,,,7959.0,7959.0,https://pypi.org/project/pycaret,482984.0,484312.0,https://anaconda.org/conda-forge/pycaret,2020-08-12 05:38:21.683,2025-04-22 14:57:34.170,2025-04-22 14:57:34.170000,94326.0,19.0,,,,,,1.0,,,,,,,,,,,
124,Ax,facebook/Ax,hyperopt,,{},214.0,Adaptive Experimentation.,15,False,ax-platform,conda-forge/ax-platform,,,['pytorch'],1333.0,1333.0,https://pypi.org/project/ax-platform,230288.0,231432.0,https://anaconda.org/conda-forge/ax-platform,2021-06-22 17:59:01.165,2026-06-17 01:27:01.329,2026-06-17 01:27:01.329000,69811.0,29.0,,,,,,1.0,,,,,,,,,,,
125,snakemake,snakemake/snakemake,ml-experiments,,{},406.0,A popular workflow management system aiming at full in-silico reproducibility.,15,False,snakemake,bioconda/snakemake,,,,2682.0,2682.0,https://pypi.org/project/snakemake,232104.0,246323.0,https://anaconda.org/bioconda/snakemake,2015-10-17 15:43:54.867,2026-07-21 00:50:06.384,2026-07-21 00:50:06.384000,1834307.0,367.0,,,,,,2.0,,,,,,,,,,,
