,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,labels,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,helm_id,recent_commit_count,updated_github_id,maven_id,maven_url,docs_url,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id
56,wandb client,wandb/client,ml-experiments,,{},253.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",20,False,wandb,conda-forge/wandb,,,,2020-07-28 19:00:23.555,2026-09-09 20:57:13.846000,,,,,,,,,,,,19557004.0,114.0,90361.0,90361.0,https://pypi.org/project/wandb,19532885.0,https://anaconda.org/conda-forge/wandb,2026-09-09 20:57:13.846,1784821.0,1.0,,,,,,,,,,,,,,,,,,
57,Gymnasium,Farama-Foundation/Gymnasium,reinforcement-learning,,{},609.0,A standard API for reinforcement learning and a diverse set of reference environments (formerly Gym).,20,False,gymnasium,conda-forge/gymnasium,,,MIT,2022-12-09 21:41:49.555,2026-05-28 18:13:39.730000,,,,,,,,,,,,4777522.0,12.0,23486.0,23486.0,https://pypi.org/project/gymnasium,4767411.0,https://anaconda.org/conda-forge/gymnasium,2026-05-28 18:13:39.730,455011.0,1.0,,,,,,,,,,,,,,,,,,
58,accelerate,huggingface/accelerate,pytorch-utils,,{},442.0,Training loop of PyTorch without boilerplate code.,20,False,accelerate,conda-forge/accelerate,['pytorch'],,,2021-10-11 19:33:54.475,2026-09-09 17:01:36.324000,,,,,,,,,,,,20934463.0,65.0,118416.0,118416.0,https://pypi.org/project/accelerate,20903567.0,https://anaconda.org/conda-forge/accelerate,2026-09-09 17:01:36.324,1822900.0,1.0,,,,,,,,,,,,,,,,,,
59,jraph,deepmind/jraph,graph,,https://github.com/google-deepmind/jraph,17.0,A Graph Neural Network Library in Jax.,19,False,jraph,conda-forge/jraph,['jax'],https://github.com/google-deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2026-09-06 10:21:09.471000,2022-08-31 13:13:15,103.0,107.0,3.0,17.0,12.0,27.0,1474.0,2022-08-12 15:24:20,0.0.6.de0,,97451.0,5.0,,,https://pypi.org/project/jraph,97172.0,https://anaconda.org/conda-forge/jraph,2026-09-06 10:21:09.471,16516.0,1.0,,,,,,,,,google-deepmind/jraph,,,,,,,,,
60,einops,arogozhnikov/einops,ml-frameworks,,{},38.0,A new flavour of deep learning operations.,19,False,einops,conda-forge/einops,,,,2020-10-15 20:10:16.939,2026-01-26 11:30:26.666000,,,,,,,,,,,,24508865.0,12.0,91483.0,91483.0,https://pypi.org/project/einops,24496769.0,https://anaconda.org/conda-forge/einops,2026-01-26 11:30:26.666,858861.0,2.0,,,,,,,,,,,,,,,,,,
61,litellm,BerriAI/litellm,nlp,,{},1697.0,,19,False,litellm,,,,,,,,,,,,,,,,,,397093787.0,,28590.0,28590.0,https://pypi.org/project/litellm,397093787.0,,,,2.0,,,,,,,,,,,,,,,,,,
62,gensim,RaRe-Technologies/gensim,nlp,,{},463.0,Topic Modelling for Humans.,19,False,gensim,conda-forge/gensim,,,,2021-03-31 07:19:16.610,2026-03-18 20:01:38.726000,,,,,,,,,,,,3534686.0,23.0,78923.0,78923.0,https://pypi.org/project/gensim,3500851.0,https://anaconda.org/conda-forge/gensim,2026-03-18 20:01:38.726,2233116.0,2.0,,,,,,,,,,,,,,,,,,
63,PyTorch Image Models,rwightman/pytorch-image-models,image,,{},202.0,(Unofficial) PyTorch Image Models.,19,False,timm,conda-forge/timm,['pytorch'],,,2020-07-18 18:44:49.142,2026-09-04 18:58:51.877000,,,,,,,,,,,,12880293.0,48.0,66350.0,66350.0,https://pypi.org/project/timm,12870006.0,https://anaconda.org/conda-forge/timm,2026-09-04 18:58:51.877,761270.0,1.0,,,,,,,,,,,,,,,,,,
64,Rasterio,rasterio/rasterio,geospatial-data,,{},185.0,Rasterio reads and writes geospatial raster datasets.,19,False,rasterio,conda-forge/rasterio,,,,2021-01-25 19:58:39.144,2026-08-09 22:38:17.456000,,,,,,,,,,,,6307730.0,88.0,20702.0,20702.0,https://pypi.org/project/rasterio,6191503.0,https://anaconda.org/conda-forge/rasterio,2026-08-09 22:38:17.456,7903445.0,2.0,,,,,,,,,,,,,,,,,,
65,Optuna,optuna/optuna,hyperopt,,{},398.0,A hyperparameter optimization framework.,19,False,optuna,conda-forge/optuna,,,,2020-06-01 09:17:12.717,2026-09-08 02:31:50.496000,,,,,,,,,,,,16973213.0,47.0,33566.0,33566.0,https://pypi.org/project/optuna,16915517.0,https://anaconda.org/conda-forge/optuna,2026-09-08 02:31:50.496,4327237.0,1.0,,,,,,,,,,,,,,,,,,
66,Tensorboard,tensorflow/tensorboard,ml-experiments,,{},336.0,TensorFlows Visualization Toolkit.,19,False,tensorboard,conda-forge/tensorboard,['tensorflow'],,,2020-06-22 10:06:52.606,2026-05-24 17:36:10.396000,,,,,,,,,,,,20703133.0,45.0,340480.0,340480.0,https://pypi.org/project/tensorboard,20594957.0,https://anaconda.org/conda-forge/tensorboard,2026-05-24 17:36:10.396,8113271.0,2.0,,,,,,,,,,,,,,,,,,
67,dask.distributed,dask/distributed,distributed-ml,,{},351.0,Distributed scheduler for Dask.,19,False,distributed,conda-forge/distributed,,,,2020-05-27 03:49:13.707,2026-08-27 20:46:16.705000,,,,,,,,,,,,6397169.0,233.0,43070.0,43070.0,https://pypi.org/project/distributed,6049407.0,https://anaconda.org/conda-forge/distributed,2026-08-27 20:46:16.705,26429978.0,2.0,,,,,,,,,,,,,,,,,,
68,Streamlit,streamlit/streamlit,model-serialisation,,{},338.0,,19,False,streamlit,,,,,,,,,,,,,,,,,,24493282.0,,1016316.0,1016316.0,https://pypi.org/project/streamlit,24493282.0,,,,1.0,,,,,,,,,,,,,,,,,,
69,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,38.0,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",18,False,vissl,,['pytorch'],https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2024-03-03 01:41:37.000000,2024-03-03 01:31:19,412.0,320.0,4.0,414.0,67.0,106.0,3292.0,2021-11-02 17:21:02,0.1.6,,57.0,2.0,,,https://pypi.org/project/vissl,57.0,,,,1.0,,,,,,,,,,,,,,,,,,
70,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,30.0,Fast and Easy Infinite Neural Networks in Python.,18,False,neural-tangents,,,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2024-03-01 17:17:03.000000,2024-03-01 17:16:56,650.0,237.0,1.0,33.0,62.0,96.0,2382.0,2023-12-11 14:10:12,0.6.5,844.0,843.0,17.0,,,https://pypi.org/project/neural-tangents,832.0,,,,2.0,,,,,,,,,,,,,,,,,,
71,larq,larq/larq,ml-frameworks,,https://github.com/larq/larq,20.0,An Open-Source Library for Training Binarized Neural Networks.,18,True,larq,,['tensorflow'],https://github.com/larq/larq,Apache-2.0,2019-03-18 21:41:50.000,2026-06-12 15:35:18.000000,2026-06-12 15:35:16,740.0,85.0,27.0,742.0,23.0,125.0,732.0,2026-06-01 10:34:52,0.14.0,,602.0,39.0,,,https://pypi.org/project/larq,602.0,,,,2.0,,,,,,,,,,,,,,,,,,
72,XGBoost,dmlc/xgboost,ml-frameworks,,{},707.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",18,False,xgboost,conda-forge/xgboost,,,,2020-07-02 21:36:28.150,2026-08-20 00:30:29.570000,,,,,,,,,,,,111575.0,45.0,173373.0,173373.0,https://pypi.org/project/xgboost,,https://anaconda.org/conda-forge/xgboost,2026-08-20 00:30:29.570,8256619.0,2.0,-3.0,,,,,,,,,,,https://xgboost.readthedocs.io/en/latest/,,,,,,
73,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,{},1072.0,PyTorch Lightning is the lightweight PyTorch wrapper for ML researchers. Scale your models. Write less boilerplate.,18,False,pytorch-lightning,conda-forge/pytorch-lightning,['pytorch'],,,2020-06-03 07:36:42.521,2026-06-02 08:12:13.235000,,,,,,,,,,,,12312677.0,129.0,51031.0,51031.0,https://pypi.org/project/pytorch-lightning,12282608.0,https://anaconda.org/conda-forge/pytorch-lightning,2026-06-02 08:12:13.235,2255244.0,2.0,,,,,,,,,,,,,,,,,,
74,Wand,emcconville/wand,image,,{},113.0,"Wand is a ctypes-based simple ImageMagick binding for Python, supporting 2.7, 3.6+, and PyPy.",18,False,wand,conda-forge/wand,,,MIT,2019-08-27 18:03:26.696,2025-04-22 14:57:10.980000,,,,,,,,,,,,1308254.0,6.0,21517.0,21517.0,https://pypi.org/project/wand,1305546.0,https://anaconda.org/conda-forge/wand,2025-04-22 14:57:10.980,230195.0,1.0,,,,,,,,,,,,,,,,,,
75,MoviePy,Zulko/moviepy,image,,{},193.0,Video editing with Python.,18,False,moviepy,conda-forge/moviepy,,,,2022-04-16 23:09:16.118,2026-02-01 17:50:06.530000,,,,,,,,,,,,5556889.0,8.0,68946.0,68946.0,https://pypi.org/project/moviepy,5546315.0,https://anaconda.org/conda-forge/moviepy,2026-02-01 17:50:06.530,560459.0,1.0,,,,,,,,,,,,,,,,,,
76,shap,slundberg/shap,interpretability,,{},325.0,A unified approach to explain the output of any machine learning model.,18,False,shap,conda-forge/shap,,,,2020-12-16 18:34:09.024,2026-06-12 18:46:58.089000,,,,,,,,,,,,11923695.0,41.0,38008.0,38008.0,https://pypi.org/project/shap,11774725.0,https://anaconda.org/conda-forge/shap,2026-06-12 18:46:58.089,10278974.0,1.0,,,,,,,,,,,,,,,,,,
77,pydeck,visgl/deck.gl,geospatial-data,,{},323.0,Widget for deck.gl maps.,18,False,pydeck,conda-forge/pydeck,['jupyter'],,,2020-07-24 06:30:33.668,2026-07-03 03:15:08.148000,,,,,,,,,,,,22939653.0,16.0,9663.0,9663.0,https://pypi.org/project/pydeck,22014538.0,https://anaconda.org/conda-forge/pydeck,2026-07-03 03:15:08.148,1188391.0,2.0,,,,,,,,,,,,,deck.gl,https://www.npmjs.com/package/deck.gl,909056.0,,,
78,GeoPandas,geopandas/geopandas,geospatial-data,,{},271.0,Geographic pandas extensions.,18,False,geopandas,conda-forge/geopandas,['pandas'],,,2020-06-24 14:59:24.383,2026-06-26 20:58:44.934000,,,,,,,,,,,,15114800.0,44.0,63458.0,63458.0,https://pypi.org/project/geopandas,15007577.0,https://anaconda.org/conda-forge/geopandas,2026-06-26 20:58:44.934,8041786.0,2.0,,,,,,,,,,,,,,,,,,
79,Fiona,Toblerity/Fiona,geospatial-data,,{},78.0,Fiona reads and writes spatial data files.,18,False,fiona,conda-forge/fiona,,,,2020-07-27 18:07:57.882,2026-09-03 22:08:22.849000,,,,,,,,,,,,4231078.0,51.0,27676.0,27676.0,https://pypi.org/project/fiona,4073861.0,https://anaconda.org/conda-forge/fiona,2026-09-03 22:08:22.849,11634094.0,2.0,,,,,,,,,,,,,,,,,,
80,Faiss,facebookresearch/faiss,nn-search,,{},349.0,A library for efficient similarity search and clustering of dense vectors.,18,False,pymilvus,conda-forge/faiss,,,,2020-06-13 12:51:19.207,2026-08-28 18:57:55.594000,,,,,,,,,,,,4402166.0,12.0,5024.0,5024.0,https://pypi.org/project/pymilvus,4346850.0,https://anaconda.org/conda-forge/faiss,2026-08-28 18:57:55.594,4148774.0,1.0,,,,,,,,,,,,,,,,,,
81,Pydub,jiaaro/pydub,audio,,{},96.0,Manipulate audio with a simple and easy high level interface.,18,False,pydub,conda-forge/pydub,,,,2021-03-07 19:47:43.182,2025-04-22 14:56:58.184000,,,,,,,,,,,,20014298.0,4.0,112884.0,112884.0,https://pypi.org/project/pydub,20009225.0,https://anaconda.org/conda-forge/pydub,2025-04-22 14:56:58.184,334862.0,1.0,,,,,,,,,,,,,,,,,,
82,onnx,onnx/onnx,model-serialisation,,{},425.0,Open Neural Network Exchange library.,18,False,onnx,conda-forge/onnx,,,,2020-06-03 11:32:32.173,2026-06-23 19:00:35.296000,,,,,,,,,,,,14541253.0,35.0,54312.0,54312.0,https://pypi.org/project/onnx,14495267.0,https://anaconda.org/conda-forge/onnx,2026-06-23 19:00:35.296,3448982.0,2.0,,,,,,,,,,,,,,,,,,
83,agate,wireservice/agate,others,,{},62.0,A data analysis library that is optimized for humans instead of machines.,18,False,agate,conda-forge/agate,,,,2021-05-30 20:16:52.450,2026-09-06 14:04:06.708000,,,,,,,,,,,,27005750.0,19.0,5928.0,5928.0,https://pypi.org/project/agate,26994263.0,https://anaconda.org/conda-forge/agate,2026-09-06 14:04:06.708,735172.0,1.0,,,,,,,,,,,,,,,,,,
84,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,21.0,A high performance and generic framework for distributed DNN training.,17,False,byteps,,,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,481.0,3.0,180.0,107.0,161.0,3717.0,2020-02-19 23:44:20,0.2,,90.0,1.0,,,https://pypi.org/project/byteps,66.0,,,,2.0,,bytepsimage/tensorflow,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,2172.0,,,,,,,,,,,,
85,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,40.0,A framework for Privacy Preserving Machine Learning.,17,False,crypten,,['pytorch'],https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2024-11-23 22:25:52.000000,2024-11-23 22:09:12,359.0,295.0,2.0,261.0,69.0,198.0,1649.0,2020-04-21 13:59:37,0.1,,293.0,1.0,,,https://pypi.org/project/crypten,293.0,,,,1.0,,,,,,,,,,,,,,,,,,
86,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,22.0,A toolkit that streamlines and automates the generation of model cards.,17,False,model-card-toolkit,,,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,86.0,3.0,248.0,8.0,23.0,451.0,2023-04-03 17:58:08,2.0.0,44.0,210.0,9.0,,,https://pypi.org/project/model-card-toolkit,210.0,,,,1.0,,,,,,,,,,,,,,,,,,
87,PyOD,yzhao062/pyod,ml-frameworks,,{},75.0,A Python Toolkit for Scalable Outlier Detection (Anomaly Detection).,17,False,pyod,conda-forge/pyod,,,,2020-05-21 23:31:10.016,2026-08-17 20:55:42.478000,,,,,,,,,,,,3925103.0,59.0,5726.0,5726.0,https://pypi.org/project/pyod,3922189.0,https://anaconda.org/conda-forge/pyod,2026-08-17 20:55:42.478,221524.0,2.0,,,,,,,,,,,,,,,,,,
88,Thinc,explosion/thinc,ml-frameworks,,{},68.0,thinc: a lightweight deep learning library.,17,False,thinc,conda-forge/thinc,,,,2020-05-25 09:58:57.636,2026-03-24 12:17:35.079000,,,,,,,,,,,,23939534.0,66.0,73057.0,73057.0,https://pypi.org/project/thinc,23868728.0,https://anaconda.org/conda-forge/thinc,2026-03-24 12:17:35.079,5381309.0,2.0,,,,,,,,,,,,,,,,,,
89,Flax,google/flax,ml-frameworks,,{},306.0,Flax: A neural network library for JAX designed for flexibility.,17,False,flax,conda-forge/flax,['jax'],,,2021-03-31 20:01:18.364,2026-07-21 05:36:54.150000,,,,,,,,,,,,3108521.0,31.0,16819.0,16819.0,https://pypi.org/project/flax,3105194.0,https://anaconda.org/conda-forge/flax,2026-07-21 05:36:54.150,219609.0,2.0,,,,,,,,,,,,,,,,,,
90,ftfy,rspeer/python-ftfy,nlp,,{},22.0,Fixes some problems with Unicode text after the fact.,17,False,ftfy,conda-forge/ftfy,,,,2021-01-20 08:08:07.817,2025-04-22 14:56:35.312000,,,,,,,,,,,,16200763.0,15.0,36114.0,36114.0,https://pypi.org/project/ftfy,16192213.0,https://anaconda.org/conda-forge/ftfy,2025-04-22 14:56:35.312,581432.0,2.0,,,,,,,,,,,,,,,,,,
91,llama_index,run-llama/llama_index,agents,,{},1994.0,,17,False,llama_index,,,,,,,,,,,,,,,,,,5470134.0,,25429.0,25429.0,https://pypi.org/project/llama_index,5470134.0,,,,2.0,,,,,,,,,,,,,,,,,,
92,langgraph,langchain-ai/langgraph,agents,,{},286.0,,17,False,langgraph,,,,,,,,,,,,,,,,,,56784151.0,,47185.0,47185.0,https://pypi.org/project/langgraph,56784151.0,,,,2.0,,,,,,,,,,,,,,,,,,
93,ImageHash,JohannesBuchner/imagehash,image,,{},31.0,A Python Perceptual Image Hahsing Module.,17,False,ImageHash,conda-forge/imagehash,,,,2020-11-19 18:20:47.916,2025-04-22 14:56:29.803000,,,,,,,,,,,,5293024.0,8.0,18894.0,18894.0,https://pypi.org/project/ImageHash,5283688.0,https://anaconda.org/conda-forge/imagehash,2025-04-22 14:56:29.803,653539.0,2.0,,,,,,,,,,,,,,,,,,
94,Kornia,kornia/kornia,image,,{},408.0,Kornia is a differentiable computer vision library for PyTorch.,17,False,kornia,conda-forge/kornia,['pytorch'],,,2020-12-09 16:29:41.029,2025-11-08 13:20:35.488000,,,,,,,,,,,,2797152.0,27.0,17909.0,17909.0,https://pypi.org/project/kornia,2792636.0,https://anaconda.org/conda-forge/kornia,2025-11-08 13:20:35.488,311659.0,2.0,,,,,,,,,,,,,,,,,,
95,dash,plotly/dash,data-viz,,{},223.0,A Python framework for building reactive web-apps. Developed by Plotly.,17,False,dash,conda-forge/dash,,,,2020-06-21 21:47:00.236,2026-07-22 05:14:16.153000,,,,,,,,,,,,35153.0,126.0,91128.0,91128.0,https://pypi.org/project/dash,,https://anaconda.org/conda-forge/dash,2026-07-22 05:14:16.153,2636522.0,2.0,-3.0,,,,,,,,,,,,,,,,,
96,HoloViews,holoviz/holoviews,data-viz,,{},163.0,Stop plotting your data - annotate your data and let it visualize itself.,17,False,holoviews,conda-forge/holoviews,['jupyter'],,,2020-06-23 16:07:32.048,2026-08-24 12:07:40.636000,,,,,,,,,,,,1370192.0,78.0,16868.0,16868.0,https://pypi.org/project/holoviews,1321410.0,https://anaconda.org/conda-forge/holoviews,2026-08-24 12:07:40.636,3654153.0,2.0,,,,,,,,,,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,60.0,,,
97,PyVista,pyvista/pyvista,data-viz,,{},212.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,17,False,pyvista,conda-forge/pyvista,['jupyter'],,,2020-06-02 20:15:44.310,2026-07-22 01:06:54.890000,,,,,,,,,,,,1421590.0,97.0,6079.0,6079.0,https://pypi.org/project/pyvista,1405532.0,https://anaconda.org/conda-forge/pyvista,2026-07-22 01:06:54.890,1204394.0,2.0,,,,,,,,,,,,,,,,,,
98,arviz,arviz-devs/arviz,interpretability,,{},196.0,Exploratory analysis of Bayesian models with Python.,17,False,arviz,conda-forge/arviz,,,,2020-05-23 03:05:32.458,2026-08-16 16:52:08.302000,,,,,,,,,,,,2759545.0,39.0,12037.0,12037.0,https://pypi.org/project/arviz,2721514.0,https://anaconda.org/conda-forge/arviz,2026-08-16 16:52:08.302,2890401.0,1.0,,,,,,,,,,,,,,,,,,
99,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,{},568.0,Graph Neural Network Library for PyTorch.,17,False,torch-geometric,conda-forge/pytorch_geometric,['pytorch'],,,2020-07-07 13:17:41.291,2026-07-21 06:53:45.431000,,,,,,,,,,,,1239992.0,19.0,11552.0,11552.0,https://pypi.org/project/torch-geometric,1236547.0,https://anaconda.org/conda-forge/pytorch_geometric,2026-07-21 06:53:45.431,254939.0,1.0,,,,,,,,,,,,,,,,,,
100,folium,python-visualization/folium,geospatial-data,,{},198.0,Make beautiful maps with Leaflet.js and Python.,17,False,folium,conda-forge/folium,,,,2021-01-06 21:06:07.776,2025-06-16 22:46:07.761000,,,,,,,,,,,,2946607.0,31.0,66141.0,66141.0,https://pypi.org/project/folium,2846744.0,https://anaconda.org/conda-forge/folium,2025-06-16 22:46:07.761,6790723.0,3.0,,,,,,,,,,,,,,,,,,
101,geojson,jazzband/geojson,geospatial-data,,{},61.0,Python bindings and utilities for GeoJSON.,17,False,geojson,conda-forge/geojson,,,,2023-02-16 15:57:16.750,2026-05-29 12:40:14.414000,,,,,,,,,,,,4133321.0,13.0,21328.0,21328.0,https://pypi.org/project/geojson,4093031.0,https://anaconda.org/conda-forge/geojson,2026-05-29 12:40:14.414,1732483.0,3.0,,,,,,,,,,,,,,,,,,
102,DVC,iterative/dvc,ml-experiments,,{},333.0,DVC tracks ML models and data sets.,17,False,dvc,conda-forge/dvc,,,,2020-06-19 15:26:50.030,2026-03-31 06:31:23.617000,,,,,,,,,,,,2206812.0,340.0,24761.0,24761.0,https://pypi.org/project/dvc,2155640.0,https://anaconda.org/conda-forge/dvc,2026-03-31 06:31:23.617,3837969.0,2.0,,,,,,,,,,,,,,,,dvc,dvc,dvc
103,tensorboardX,lanpa/tensorboardX,ml-experiments,,{},86.0,tensorboard for pytorch.,17,False,tensorboardX,conda-forge/tensorboardx,,,,2020-07-06 20:33:54.325,2025-04-22 14:56:45.200000,,,,,,,,,,,,4285183.0,17.0,61951.0,61951.0,https://pypi.org/project/tensorboardX,4265139.0,https://anaconda.org/conda-forge/tensorboardx,2025-04-22 14:56:45.200,1483259.0,2.0,,,,,,,,,,,,,,,,,,
104,NIPYPE,nipy/nipype,medical-data,,{},269.0,"Nipype, an open-source, community-developed initiative under the umbrella of NiPy, is a Python project that provides a..",17,False,nipype,conda-forge/nipype,,,Apache-2.0,2020-08-16 18:50:39.769,2025-05-05 13:43:30.848000,,,,,,,,,,,,128593.0,49.0,7324.0,7324.0,https://pypi.org/project/nipype,106149.0,https://anaconda.org/conda-forge/nipype,2025-05-05 13:43:30.848,1638467.0,1.0,,,,,,,,,,,,,,,,,,
105,FairScale,facebookresearch/fairscale,distributed-ml,,{},77.0,PyTorch extensions for high performance and large scale training.,17,False,fairscale,conda-forge/fairscale,['pytorch'],,BSD-3-Clause,2021-11-07 09:02:15.377,2025-04-22 14:58:04.549000,,,,,,,,,,,,604415.0,9.0,9474.0,9474.0,https://pypi.org/project/fairscale,592440.0,https://anaconda.org/conda-forge/fairscale,2025-04-22 14:58:04.549,694585.0,2.0,,,,,,,,,,,,,,,,,,
106,PyNNDescent,lmcinnes/pynndescent,nn-search,,{},33.0,Simple fast approximate nearest neighbor search.,17,False,pynndescent,conda-forge/pynndescent,,,,2020-07-01 15:27:13.844,2026-07-31 16:12:10.661000,,,,,,,,,,,,6014380.0,26.0,14171.0,14171.0,https://pypi.org/project/pynndescent,5973477.0,https://anaconda.org/conda-forge/pynndescent,2026-07-31 16:12:10.661,3026877.0,1.0,,,,,,,,,,,,,,,,,,
