,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,labels,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,recent_commit_count,trending,helm_id,updated_github_id,maven_id,maven_url,docs_url,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id
55,dask,dask/dask,distributed-ml,,{},656.0,Parallel PyData with Task Scheduling.,20,False,dask,conda-forge/dask,,,,2020-05-27 04:42:11.739,2026-08-28 11:54:13.617000,,,,,,,,,,,,23843181.0,211.0,80561.0,80561.0,https://pypi.org/project/dask,23606097.0,https://anaconda.org/conda-forge/dask,2026-08-28 11:54:13.617,18018417.0,1.0,,,,,,,,stable/dask,,,,,,,,,,
56,Ray,ray-project/ray,distributed-ml,,{},1742.0,Ray is a fast and simple framework for building and running distributed applications.,20,False,ray,conda-forge/ray-tune,,,,2020-12-10 16:27:52.723,2026-09-09 03:38:24.552000,,,,,,,,,,,,12549467.0,81.0,29634.0,29634.0,https://pypi.org/project/ray,12530769.0,https://anaconda.org/conda-forge/ray-tune,2026-09-09 03:38:24.552,1290229.0,1.0,,,,,,,,,,,,,,,,,,
57,accelerate,huggingface/accelerate,pytorch-utils,,{},444.0,Training loop of PyTorch without boilerplate code.,20,False,accelerate,conda-forge/accelerate,['pytorch'],,,2021-10-11 19:33:54.475,2026-09-09 17:01:36.324000,,,,,,,,,,,,17181532.0,65.0,119007.0,119007.0,https://pypi.org/project/accelerate,17149542.0,https://anaconda.org/conda-forge/accelerate,2026-09-09 17:01:36.324,1887464.0,1.0,,,,,,,,,,,,,,,,,,
58,jraph,deepmind/jraph,graph,,https://github.com/google-deepmind/jraph,17.0,A Graph Neural Network Library in Jax.,19,False,jraph,conda-forge/jraph,['jax'],https://github.com/google-deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2026-09-06 10:21:09.471000,2022-08-31 13:13:15,103.0,107.0,3.0,17.0,12.0,27.0,1474.0,2022-08-12 15:24:20,0.0.6.de0,,78075.0,5.0,,,https://pypi.org/project/jraph,77791.0,https://anaconda.org/conda-forge/jraph,2026-09-06 10:21:09.471,16784.0,1.0,,,,,,,,,google-deepmind/jraph,,,,,,,,,
59,larq,larq/larq,ml-frameworks,,https://github.com/larq/larq,20.0,An Open-Source Library for Training Binarized Neural Networks.,19,True,larq,,['tensorflow'],https://github.com/larq/larq,Apache-2.0,2019-03-18 21:41:50.000,2026-06-12 15:35:18.000000,2026-06-12 15:35:16,740.0,84.0,27.0,742.0,23.0,125.0,730.0,2026-06-01 10:34:52,0.14.0,,2011.0,39.0,,,https://pypi.org/project/larq,2011.0,,,,2.0,,,,,,,,,,,,,,,,,,
60,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,{},1075.0,PyTorch Lightning is the lightweight PyTorch wrapper for ML researchers. Scale your models. Write less boilerplate.,19,False,pytorch-lightning,conda-forge/pytorch-lightning,['pytorch'],,,2020-06-03 07:36:42.521,2026-09-12 04:36:11.514000,,,,,,,,,,,,10068943.0,130.0,51132.0,51132.0,https://pypi.org/project/pytorch-lightning,10038197.0,https://anaconda.org/conda-forge/pytorch-lightning,2026-09-12 04:36:11.514,2306001.0,2.0,,,,,,,,,,,,,,,,,,
61,spaCy,explosion/spaCy,nlp,,{},782.0,Industrial-strength Natural Language Processing.,19,False,spacy,conda-forge/spacy,,,,2020-06-17 09:17:51.026,2026-03-29 21:12:40.594000,,,,,,,,,,,,21096779.0,92.0,146896.0,146896.0,https://pypi.org/project/spacy,20973132.0,https://anaconda.org/conda-forge/spacy,2026-03-29 21:12:40.594,9273538.0,2.0,,,,,,,,,,,,,,,,,,
62,gensim,RaRe-Technologies/gensim,nlp,,{},463.0,Topic Modelling for Humans.,19,False,gensim,conda-forge/gensim,,,,2021-03-31 07:19:16.610,2026-09-22 17:14:53.559000,,,,,,,,,,,,2873304.0,23.0,78958.0,78958.0,https://pypi.org/project/gensim,2839246.0,https://anaconda.org/conda-forge/gensim,2026-09-22 17:14:53.559,2247864.0,2.0,,,,,,,,,,,,,,,,,,
63,langchain,langchain-ai/langchain,agents,,{},3740.0,,19,False,langchain,,,,,,,,,,,,,,,,,,171515216.0,,291914.0,291914.0,https://pypi.org/project/langchain,171515216.0,,,,1.0,,,,,,,,,,,,,,,,,,
64,PyTorch Image Models,rwightman/pytorch-image-models,image,,{},211.0,(Unofficial) PyTorch Image Models.,19,False,timm,conda-forge/timm,['pytorch'],,,2020-07-18 18:44:49.142,2026-09-23 17:49:21.930000,,,,,,,,,,,,10285863.0,49.0,66562.0,66562.0,https://pypi.org/project/timm,10275360.0,https://anaconda.org/conda-forge/timm,2026-09-23 17:49:21.930,777233.0,1.0,,,,,,,,,,,,,,,,,,
65,scikit-image,scikit-image/scikit-image,image,,{},653.0,Image processing in Python.,19,False,scikit-image,conda-forge/scikit-image,,,,2020-06-09 21:49:09.288,2025-12-25 22:03:47.378000,,,,,,,,,,,,23840897.0,29.0,248421.0,248421.0,https://pypi.org/project/scikit-image,23689002.0,https://anaconda.org/conda-forge/scikit-image,2025-12-25 22:03:47.378,11392142.0,1.0,,,,,,,,,,,,,,,,,,
66,Rasterio,rasterio/rasterio,geospatial-data,,{},185.0,Rasterio reads and writes geospatial raster datasets.,19,False,rasterio,conda-forge/rasterio,,,,2021-01-25 19:58:39.144,2026-08-09 22:38:17.456000,,,,,,,,,,,,4890817.0,88.0,20800.0,20800.0,https://pypi.org/project/rasterio,4772149.0,https://anaconda.org/conda-forge/rasterio,2026-08-09 22:38:17.456,8069479.0,2.0,,,,,,,,,,,,,,,,,,
67,Optuna,optuna/optuna,hyperopt,,{},400.0,A hyperparameter optimization framework.,19,False,optuna,conda-forge/optuna,,,,2020-06-01 09:17:12.717,2026-09-08 02:31:50.496000,,,,,,,,,,,,15492083.0,47.0,33702.0,33702.0,https://pypi.org/project/optuna,15433145.0,https://anaconda.org/conda-forge/optuna,2026-09-08 02:31:50.496,4420351.0,1.0,,,,,,,,,,,,,,,,,,
68,Tensorboard,tensorflow/tensorboard,ml-experiments,,{},336.0,TensorFlows Visualization Toolkit.,19,False,tensorboard,conda-forge/tensorboard,['tensorflow'],,,2020-06-22 10:06:52.606,2026-05-24 17:36:10.396000,,,,,,,,,,,,16912645.0,45.0,340730.0,340730.0,https://pypi.org/project/tensorboard,16803940.0,https://anaconda.org/conda-forge/tensorboard,2026-05-24 17:36:10.396,8152893.0,2.0,,,,,,,,,,,,,,,,,,
69,dask.distributed,dask/distributed,distributed-ml,,{},351.0,Distributed scheduler for Dask.,19,False,distributed,conda-forge/distributed,,,,2020-05-27 03:49:13.707,2026-08-27 20:46:16.705000,,,,,,,,,,,,4989595.0,233.0,43106.0,43106.0,https://pypi.org/project/distributed,4637323.0,https://anaconda.org/conda-forge/distributed,2026-08-27 20:46:16.705,26772739.0,2.0,,,,,,,,,,,,,,,,,,
70,onnx,onnx/onnx,model-serialisation,,{},432.0,Open Neural Network Exchange library.,19,False,onnx,conda-forge/onnx,,,,2020-06-03 11:32:32.173,2026-09-21 02:17:13.952000,,,,,,,,,,,,12325771.0,36.0,54583.0,54583.0,https://pypi.org/project/onnx,12278431.0,https://anaconda.org/conda-forge/onnx,2026-09-21 02:17:13.952,3550535.0,1.0,,,,,,,,,,,,,,,,,,
71,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,38.0,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",18,False,vissl,,['pytorch'],https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2024-03-03 01:41:37.000000,2024-03-03 01:31:19,412.0,320.0,4.0,414.0,67.0,106.0,3291.0,2021-11-02 17:21:02,0.1.6,,37.0,2.0,,,https://pypi.org/project/vissl,37.0,,,,1.0,,,,,,,,,,,,,,,,,,
72,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,30.0,Fast and Easy Infinite Neural Networks in Python.,18,False,neural-tangents,,,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2024-03-01 17:17:03.000000,2024-03-01 17:16:56,650.0,238.0,1.0,33.0,62.0,96.0,2383.0,2023-12-11 14:10:12,0.6.5,848.0,425.0,17.0,,,https://pypi.org/project/neural-tangents,414.0,,,,2.0,,,,,,,,,,,,,,,,,,
73,einops,arogozhnikov/einops,ml-frameworks,,{},38.0,A new flavour of deep learning operations.,18,False,einops,conda-forge/einops,,,,2020-10-15 20:10:16.939,2026-01-26 11:30:26.666000,,,,,,,,,,,,20139673.0,12.0,91891.0,91891.0,https://pypi.org/project/einops,20127244.0,https://anaconda.org/conda-forge/einops,2026-01-26 11:30:26.666,882501.0,2.0,,,,,,,,,,,,,,,,,,
74,litellm,BerriAI/litellm,nlp,,{},1745.0,,18,False,litellm,,,,,,,,,,,,,,,,,,87590882.0,,28971.0,28971.0,https://pypi.org/project/litellm,87590882.0,,,,2.0,,,,,,,,,,,,,,,,,,
75,Wand,emcconville/wand,image,,{},113.0,"Wand is a ctypes-based simple ImageMagick binding for Python, supporting 2.7, 3.6+, and PyPy.",18,False,wand,conda-forge/wand,,,MIT,2019-08-27 18:03:26.696,2025-04-22 14:57:10.980000,,,,,,,,,,,,1138301.0,6.0,21530.0,21530.0,https://pypi.org/project/wand,1135571.0,https://anaconda.org/conda-forge/wand,2025-04-22 14:57:10.980,232079.0,1.0,,,,,,,,,,,,,,,,,,
76,MoviePy,Zulko/moviepy,image,,{},193.0,Video editing with Python.,18,False,moviepy,conda-forge/moviepy,,,,2022-04-16 23:09:16.118,2026-02-01 17:50:06.530000,,,,,,,,,,,,4323544.0,8.0,69014.0,69014.0,https://pypi.org/project/moviepy,4312883.0,https://anaconda.org/conda-forge/moviepy,2026-02-01 17:50:06.530,565037.0,1.0,,,,,,,,,,,,,,,,,,
77,shap,slundberg/shap,interpretability,,{},325.0,A unified approach to explain the output of any machine learning model.,18,False,shap,conda-forge/shap,,,,2020-12-16 18:34:09.024,2026-06-12 18:46:58.089000,,,,,,,,,,,,8927532.0,41.0,38117.0,38117.0,https://pypi.org/project/shap,8776842.0,https://anaconda.org/conda-forge/shap,2026-06-12 18:46:58.089,10397618.0,1.0,,,,,,,,,,,,,,,,,,
78,pydeck,visgl/deck.gl,geospatial-data,,{},324.0,Widget for deck.gl maps.,18,False,pydeck,conda-forge/pydeck,['jupyter'],,,2020-07-24 06:30:33.668,2026-07-03 03:15:08.148000,,,,,,,,,,,,18638091.0,16.0,9682.0,9682.0,https://pypi.org/project/pydeck,17762739.0,https://anaconda.org/conda-forge/pydeck,2026-07-03 03:15:08.148,1214176.0,2.0,,,,,,,,,,,,,deck.gl,https://www.npmjs.com/package/deck.gl,858945.0,,,
79,GeoPandas,geopandas/geopandas,geospatial-data,,{},272.0,Geographic pandas extensions.,18,False,geopandas,conda-forge/geopandas,['pandas'],,,2020-06-24 14:59:24.383,2026-06-26 20:58:44.934000,,,,,,,,,,,,13113730.0,44.0,63607.0,63607.0,https://pypi.org/project/geopandas,13004331.0,https://anaconda.org/conda-forge/geopandas,2026-06-26 20:58:44.934,8204951.0,2.0,,,,,,,,,,,,,,,,,,
80,Faiss,facebookresearch/faiss,nn-search,,{},355.0,A library for efficient similarity search and clustering of dense vectors.,18,False,pymilvus,conda-forge/faiss,,,,2020-06-13 12:51:19.207,2026-08-28 18:57:55.594000,,,,,,,,,,,,3657355.0,12.0,5025.0,5025.0,https://pypi.org/project/pymilvus,3601454.0,https://anaconda.org/conda-forge/faiss,2026-08-28 18:57:55.594,4192621.0,1.0,,,,,,,,,,,,,,,,,,
81,Pydub,jiaaro/pydub,audio,,{},96.0,Manipulate audio with a simple and easy high level interface.,18,False,pydub,conda-forge/pydub,,,,2021-03-07 19:47:43.182,2025-04-22 14:56:58.184000,,,,,,,,,,,,17860162.0,4.0,113083.0,113083.0,https://pypi.org/project/pydub,17854915.0,https://anaconda.org/conda-forge/pydub,2025-04-22 14:56:58.184,346306.0,1.0,,,,,,,,,,,,,,,,,,
82,Streamlit,streamlit/streamlit,model-serialisation,,{},338.0,,18,False,streamlit,,,,,,,,,,,,,,,,,,19037609.0,,1016906.0,1016906.0,https://pypi.org/project/streamlit,19037609.0,,,,2.0,,,,,,,,,,,,,,,,,,
83,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,21.0,A high performance and generic framework for distributed DNN training.,17,False,byteps,,,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,481.0,3.0,180.0,107.0,161.0,3717.0,2020-02-19 23:44:20,0.2,,59.0,1.0,,,https://pypi.org/project/byteps,34.0,,,,2.0,bytepsimage/tensorflow,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,2257.0,,,,,,,,,,,,,
84,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,40.0,A framework for Privacy Preserving Machine Learning.,17,False,crypten,,['pytorch'],https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2024-11-23 22:25:52.000000,2024-11-23 22:09:12,359.0,294.0,2.0,261.0,69.0,198.0,1648.0,2020-04-21 13:59:37,0.1,,252.0,1.0,,,https://pypi.org/project/crypten,252.0,,,,1.0,,,,,,,,,,,,,,,,,,
85,Thinc,explosion/thinc,ml-frameworks,,{},68.0,thinc: a lightweight deep learning library.,17,False,thinc,conda-forge/thinc,,,,2020-05-25 09:58:57.636,2026-03-24 12:17:35.079000,,,,,,,,,,,,20603739.0,66.0,73187.0,73187.0,https://pypi.org/project/thinc,20532573.0,https://anaconda.org/conda-forge/thinc,2026-03-24 12:17:35.079,5408689.0,2.0,,,,,,,,,,,,,,,,,,
86,Flax,google/flax,ml-frameworks,,{},307.0,Flax: A neural network library for JAX designed for flexibility.,17,False,flax,conda-forge/flax,['jax'],,,2021-03-31 20:01:18.364,2026-07-21 05:36:54.150000,,,,,,,,,,,,2014321.0,31.0,16887.0,16887.0,https://pypi.org/project/flax,2010937.0,https://anaconda.org/conda-forge/flax,2026-07-21 05:36:54.150,223402.0,2.0,,,,,,,,,,,,,,,,,,
87,ftfy,rspeer/python-ftfy,nlp,,{},22.0,Fixes some problems with Unicode text after the fact.,17,False,ftfy,conda-forge/ftfy,,,,2021-01-20 08:08:07.817,2025-04-22 14:56:35.312000,,,,,,,,,,,,13614218.0,15.0,36237.0,36237.0,https://pypi.org/project/ftfy,13605625.0,https://anaconda.org/conda-forge/ftfy,2025-04-22 14:56:35.312,584384.0,2.0,,,,,,,,,,,,,,,,,,
88,langgraph,langchain-ai/langgraph,agents,,{},287.0,,17,False,langgraph,,,,,,,,,,,,,,,,,,43509750.0,,47824.0,47824.0,https://pypi.org/project/langgraph,43509750.0,,,,2.0,,,,,,,,,,,,,,,,,,
89,ImageHash,JohannesBuchner/imagehash,image,,{},31.0,A Python Perceptual Image Hahsing Module.,17,False,ImageHash,conda-forge/imagehash,,,,2020-11-19 18:20:47.916,2025-04-22 14:56:29.803000,,,,,,,,,,,,4861629.0,8.0,18947.0,18947.0,https://pypi.org/project/ImageHash,4852223.0,https://anaconda.org/conda-forge/imagehash,2025-04-22 14:56:29.803,658459.0,2.0,,,,,,,,,,,,,,,,,,
90,Kornia,kornia/kornia,image,,{},441.0,Kornia is a differentiable computer vision library for PyTorch.,17,False,kornia,conda-forge/kornia,['pytorch'],,,2020-12-09 16:29:41.029,2025-11-08 13:20:35.488000,,,,,,,,,,,,2196560.0,27.0,17945.0,17945.0,https://pypi.org/project/kornia,2191987.0,https://anaconda.org/conda-forge/kornia,2025-11-08 13:20:35.488,315582.0,2.0,,,,,,,,,,,,,,,,,,
91,HoloViews,holoviz/holoviews,data-viz,,{},163.0,Stop plotting your data - annotate your data and let it visualize itself.,17,False,holoviews,conda-forge/holoviews,['jupyter'],,,2020-06-23 16:07:32.048,2026-08-24 12:07:40.636000,,,,,,,,,,,,869701.0,78.0,16885.0,16885.0,https://pypi.org/project/holoviews,820334.0,https://anaconda.org/conda-forge/holoviews,2026-08-24 12:07:40.636,3689738.0,2.0,,,,,,,,,,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,171.0,,,
92,PyVista,pyvista/pyvista,data-viz,,{},213.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,17,False,pyvista,conda-forge/pyvista,['jupyter'],,,2020-06-02 20:15:44.310,2026-09-21 20:41:45.555000,,,,,,,,,,,,1232381.0,98.0,6123.0,6123.0,https://pypi.org/project/pyvista,1215914.0,https://anaconda.org/conda-forge/pyvista,2026-09-21 20:41:45.555,1235029.0,2.0,,,,,,,,,,,,,,,,,,
93,arviz,arviz-devs/arviz,interpretability,,{},196.0,Exploratory analysis of Bayesian models with Python.,17,False,arviz,conda-forge/arviz,,,,2020-05-23 03:05:32.458,2026-08-16 16:52:08.302000,,,,,,,,,,,,2411270.0,39.0,12068.0,12068.0,https://pypi.org/project/arviz,2372851.0,https://anaconda.org/conda-forge/arviz,2026-08-16 16:52:08.302,2919854.0,1.0,,,,,,,,,,,,,,,,,,
94,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,{},568.0,Graph Neural Network Library for PyTorch.,17,False,torch-geometric,conda-forge/pytorch_geometric,['pytorch'],,,2020-07-07 13:17:41.291,2026-07-21 06:53:45.431000,,,,,,,,,,,,946570.0,19.0,11597.0,11597.0,https://pypi.org/project/torch-geometric,943048.0,https://anaconda.org/conda-forge/pytorch_geometric,2026-07-21 06:53:45.431,260646.0,1.0,,,,,,,,,,,,,,,,,,
95,folium,python-visualization/folium,geospatial-data,,{},198.0,Make beautiful maps with Leaflet.js and Python.,17,False,folium,conda-forge/folium,,,,2021-01-06 21:06:07.776,2025-06-16 22:46:07.761000,,,,,,,,,,,,2198641.0,31.0,66197.0,66197.0,https://pypi.org/project/folium,2096331.0,https://anaconda.org/conda-forge/folium,2025-06-16 22:46:07.761,6957127.0,2.0,,,,,,,,,,,,,,,,,,
96,geojson,jazzband/geojson,geospatial-data,,{},61.0,Python bindings and utilities for GeoJSON.,17,False,geojson,conda-forge/geojson,,,,2023-02-16 15:57:16.750,2026-05-29 12:40:14.414000,,,,,,,,,,,,3390804.0,13.0,21369.0,21369.0,https://pypi.org/project/geojson,3349869.0,https://anaconda.org/conda-forge/geojson,2026-05-29 12:40:14.414,1760215.0,2.0,,,,,,,,,,,,,,,,,,
97,Fiona,Toblerity/Fiona,geospatial-data,,{},78.0,Fiona reads and writes spatial data files.,17,False,fiona,conda-forge/fiona,,,,2020-07-27 18:07:57.882,2026-09-03 22:08:22.849000,,,,,,,,,,,,3261709.0,51.0,27703.0,27703.0,https://pypi.org/project/fiona,3103160.0,https://anaconda.org/conda-forge/fiona,2026-09-03 22:08:22.849,11732656.0,2.0,,,,,,,,,,,,,,,,,,
98,Hyperopt,hyperopt/hyperopt,hyperopt,,{},108.0,Distributed Asynchronous Hyper-parameter Optimization.,17,False,hyperopt,conda-forge/hyperopt,,,,2020-10-14 07:57:11.589,2026-08-04 16:49:49.497000,,,,,,,,,,,,1844489.0,8.0,22683.0,22683.0,https://pypi.org/project/hyperopt,1831346.0,https://anaconda.org/conda-forge/hyperopt,2026-08-04 16:49:49.497,933165.0,1.0,,,,,,,2.0,,,,,,,,,,,
99,DVC,iterative/dvc,ml-experiments,,{},333.0,DVC tracks ML models and data sets.,17,False,dvc,conda-forge/dvc,,,,2020-06-19 15:26:50.030,2026-03-31 06:31:23.617000,,,,,,,,,,,,1671020.0,340.0,24775.0,24775.0,https://pypi.org/project/dvc,1619383.0,https://anaconda.org/conda-forge/dvc,2026-03-31 06:31:23.617,3872848.0,2.0,,,,,,,,,,,,,,,,dvc,dvc,dvc
100,tensorboardX,lanpa/tensorboardX,ml-experiments,,{},86.0,tensorboard for pytorch.,17,False,tensorboardX,conda-forge/tensorboardx,,,,2020-07-06 20:33:54.325,2025-04-22 14:56:45.200000,,,,,,,,,,,,3388464.0,17.0,62025.0,62025.0,https://pypi.org/project/tensorboardX,3368347.0,https://anaconda.org/conda-forge/tensorboardx,2025-04-22 14:56:45.200,1488693.0,2.0,,,,,,,,,,,,,,,,,,
101,NIPYPE,nipy/nipype,medical-data,,{},270.0,"Nipype, an open-source, community-developed initiative under the umbrella of NiPy, is a Python project that provides a..",17,False,nipype,conda-forge/nipype,,,Apache-2.0,2020-08-16 18:50:39.769,2025-05-05 13:43:30.848000,,,,,,,,,,,,93486.0,49.0,7326.0,7326.0,https://pypi.org/project/nipype,70960.0,https://anaconda.org/conda-forge/nipype,2025-05-05 13:43:30.848,1644404.0,1.0,,,,,,,,,,,,,,,,,,
102,FairScale,facebookresearch/fairscale,distributed-ml,,{},77.0,PyTorch extensions for high performance and large scale training.,17,False,fairscale,conda-forge/fairscale,['pytorch'],,BSD-3-Clause,2021-11-07 09:02:15.377,2025-04-22 14:58:04.549000,,,,,,,,,,,,616131.0,9.0,9490.0,9490.0,https://pypi.org/project/fairscale,604037.0,https://anaconda.org/conda-forge/fairscale,2025-04-22 14:58:04.549,701460.0,2.0,,,,,,,,,,,,,,,,,,
103,PyNNDescent,lmcinnes/pynndescent,nn-search,,{},33.0,Simple fast approximate nearest neighbor search.,17,False,pynndescent,conda-forge/pynndescent,,,,2020-07-01 15:27:13.844,2026-07-31 16:12:10.661000,,,,,,,,,,,,5403886.0,26.0,14240.0,14240.0,https://pypi.org/project/pynndescent,5362366.0,https://anaconda.org/conda-forge/pynndescent,2026-07-31 16:12:10.661,3072527.0,1.0,,,,,,,,,,,,,,,,,,
104,Gradio,gradio-app/gradio,model-serialisation,,{},506.0,,17,False,gradio,,,,,,,,,,,,,,,,,,5198392.0,,90079.0,90079.0,https://pypi.org/project/gradio,5198392.0,,,,2.0,,,,,,,,,,,,,,,,,,
105,optimum,huggingface/optimum,gpu-utilities,,{},170.0,"Optimum Library is an extension of the Hugging Face Transformers library, providing a framework to integrate third-..",17,False,optimum,conda-forge/optimum,,,,2022-04-01 08:22:36.713,2026-08-04 22:32:24.368000,,,,,,,,,,,,1225650.0,33.0,7408.0,7408.0,https://pypi.org/project/optimum,1223385.0,https://anaconda.org/conda-forge/optimum,2026-08-04 22:32:24.368,120085.0,1.0,,,,,,,,,,,,,,,,,,
106,pymc,pymc-devs/pymc,probabilistics,,{},572.0,Probabilistic Programming in Python.,17,False,pymc,conda-forge/pymc,,,,2020-10-13 03:19:15.240,2026-08-16 12:00:47.436000,,,,,,,,,,,,1259504.0,92.0,8157.0,8157.0,https://pypi.org/project/pymc,1245018.0,https://anaconda.org/conda-forge/pymc,2026-08-16 12:00:47.436,1028512.0,1.0,,,,,,,,,,,,,,,,,,
107,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,{},330.0,tensorflow/datasets is a library of datasets ready to use with TensorFlow.,17,False,tensorflow-datasets,conda-forge/tensorflow-datasets,['tensorflow'],,,2021-05-04 09:11:33.308,2025-04-22 14:57:51.541000,,,,,,,,,,,,659499.0,9.0,25624.0,25624.0,https://pypi.org/project/tensorflow-datasets,658559.0,https://anaconda.org/conda-forge/tensorflow-datasets,2025-04-22 14:57:51.541,60166.0,1.0,,,,,,,,,,,,,,,,,,
